61 67 43 78 1358 70 2
117 94 102 133 1356 70 2
470 380 82 148 1354 70 2
70 90 95 133 1354 70 2
101 56 96 125 1352 70 2
466 536 43 108 1352 70 2
96 102 40 79 1356 70 2
90 99 95 135 1354 70 2
67 62 90 126 1354 70 2
202 161 82 133 1352 70 2
107 129 44 101 1354 70 2
84 55 105 132 1352 70 2
85 94 89 132 1354 70 2
235 230 78 124 1358 70 2
95 77 90 117 1356 70 2
69 70 110 135 1354 70 2
60 53 94 127 1354 70 2
15 13 113 140 1352 70 2
98 100 81 118 1356 70 2
47 40 86 116 1356 70 2
30 16 114 141 1356 70 2
25 22 102 132 1356 70 2
19 20 98 119 1354 70 2
591 431 95 141 1356 70 2
31 15 96 118 1354 70 2
55 36 52 94 1356 70 2
14 14 98 124 1354 70 2
14 8 102 124 1354 70 2
20 14 109 127 1354 70 2
45 35 42 85 1356 70 2
18 7 102 124 1354 70 2
22 30 111 140 1356 70 2
17 14 51 117 1358 70 2
12 14 81 109 1354 70 2
106 83 96 126 1356 70 2
56 38 105 141 1354 70 2
10 12 95 115 1358 70 2
28 21 93 118 1358 70 2
23 16 93 111 1358 70 2
15 16 41 71 1356 70 2
25 29 104 125 1358 70 2
20 11 103 126 1356 70 2
54 33 95 125 1356 70 2
30 36 80 118 1358 70 2
17 13 95 111 1358 70 2
23 14 89 113 1360 70 2
12 11 102 124 1358 70 2
19 16 89 109 1358 70 2
76 76 73 117 1358 70 2
52 35 104 127 1360 70 2
16 13 102 124 1356 70 2
26 25 90 117 1358 70 2
36 22 103 125 1356 70 2
25 28 92 116 1356 70 2
24 27 96 120 1356 70 2
72 92 49 84 1354 70 2
27 22 99 125 1356 70 2
84 82 70 118 1356 70 2
20 19 100 119 1356 70 2
31 23 117 143 1356 70 2
33 28 105 127 1356 70 2
72 55 91 118 1354 70 2
37 33 100 124 1354 70 2
16 13 111 132 1358 70 2
19 17 104 125 1358 70 2
174 100 106 133 1358 70 2
16 13 102 126 1356 70 2
20 11 96 117 1360 70 2
31 18 90 125 1356 70 2
84 50 110 140 1356 70 2
17 11 112 132 1356 70 2
50 26 86 135 1356 70 2
73 60 80 116 1358 70 2
25 21 84 116 1356 70 2
22 10 95 117 1356 70 2
17 13 76 109 1356 70 2
18 12 116 140 1356 70 2
12 10 96 118 1356 70 2
23 17 41 84 1356 70 2
15 10 99 124 1356 70 2
22 7 111 135 1356 70 2
13 11 112 133 1356 70 2
38 25 115 140 1356 70 2
22 14 89 110 1356 70 2
38 44 86 118 1354 70 2
36 33 85 124 1354 70 2
29 24 88 119 1354 70 2
13 11 89 111 1354 70 2
20 18 84 117 1352 70 2
10 11 75 101 1356 70 2
28 25 84 118 1356 70 2
29 17 109 134 1354 70 2
38 29 86 109 1354 70 2
12 14 79 101 1358 70 2
30 29 72 109 1354 70 2
13 11 91 117 1356 70 2
15 13 81 103 1354 70 2
27 17 93 111 1354 70 2
19 13 112 132 1356 70 2
19 17 90 108 1356 70 2
22 17 87 124 1356 70 2
68 89 48 101 1354 70 2
22 20 90 116 1356 70 2
114 144 85 132 1356 70 2
13 15 81 110 1354 70 2
64 70 89 132 1356 70 2
19 17 47 77 1358 70 2
19 26 91 117 1356 70 2
24 21 108 148 1354 70 2
12 10 48 77 1358 70 2
22 23 85 111 1356 70 2
19 12 84 111 1356 70 2
73 68 76 109 1356 70 2
13 9 90 109 1354 70 2
25 21 90 125 1352 70 2
28 17 105 132 1352 70 2
24 16 104 126 1354 70 2
40 43 81 119 1352 70 2
20 21 41 70 1356 70 2
150 151 81 126 1352 70 2
35 36 80 118 1354 70 2
15 12 43 86 1354 70 2
20 23 80 110 1352 70 2
11 13 81 108 1350 70 2
14 18 92 118 1348 70 2
11 13 105 125 1358 100 2
70 35 119 135 1360 40 2
37 23 120 134 1362 40 2
109 59 119 135 1362 40 2
25 15 119 133 1362 40 2
112 59 120 142 1362 40 2
45 30 122 140 1362 40 2
49 17 122 140 1360 40 2
73 48 122 141 1360 40 2
24 27 87 111 1362 175 2
28 31 105 133 1362 175 2
206 294 93 133 1362 175 2
35 39 118 135 1362 175 2
175 211 101 135 1360 175 2
26 21 107 126 1364 175 2
24 20 106 127 1364 175 2
21 26 109 126 1360 175 2
229 289 78 127 1362 175 2
42 56 96 126 1364 175 2
13 12 168 198 1387 40 3
9 11 178 207 1387 40 3
10 12 168 189 1387 40 3
8 11 157 206 1387 40 3
56 60 77 221 1387 40 3
10 9 195 213 1387 40 3
13 15 172 212 1387 40 3
59 104 68 236 1387 40 3
16 11 196 210 1387 40 3
18 11 192 207 1387 40 3
16 17 195 212 1387 40 3
12 12 163 188 1387 40 3
8 10 178 207 1387 40 3
8 11 164 205 1387 40 3
8 14 178 198 1387 40 3
8 11 177 191 1387 40 3
8 9 143 174 1387 40 3
24 27 48 189 1387 40 3
12 15 118 174 1387 40 3
11 13 123 181 1387 40 3
9 13 128 164 1387 40 3
11 10 141 182 1387 40 3
12 10 139 181 1387 40 3
10 11 161 183 1387 40 3
9 11 150 180 1387 40 3
11 10 134 183 1387 40 3
10 13 148 182 1387 40 3
9 10 161 182 1387 40 3
9 11 159 181 1387 40 3
9 9 161 182 1387 40 3
9 11 156 180 1387 40 3
11 11 148 182 1387 40 3
12 12 128 175 1387 40 3
9 8 158 181 1387 40 3
104 101 49 124 1387 40 3
80 61 6 119 1387 40 3
14 18 36 127 1373 40 3
17 17 33 127 1373 40 3
16 17 68 124 1373 40 3
17 21 43 129 1373 40 3
13 19 61 126 1373 40 3
28 49 70 103 1387 40 3
33 35 54 93 1687 80 3
10449 18152 0 156 1336 40 3
1022 593 24 148 1400 40 3
1138 597 21 148 1402 40 3
992 578 23 148 1400 40 3
1084 680 22 143 1404 40 3
1169 712 18 143 1398 40 3
1193 709 25 143 1402 40 3
999 605 27 150 1400 40 3
1050 684 21 143 1398 40 3
1015 586 24 143 1402 40 3
729 433 24 143 1402 40 3
796 513 24 143 1402 40 3
788 534 22 143 1400 40 3
713 448 21 143 1400 40 3
1021 696 25 150 1398 40 3
790 539 24 143 1400 40 3
842 562 19 150 1402 40 3
926 591 21 149 1400 40 3
802 537 24 148 1404 40 3
814 534 27 148 1400 40 3
853 535 24 143 1402 40 3
768 507 22 142 1404 40 3
755 497 23 141 1400 40 3
696 480 25 143 1398 40 3
794 495 27 142 1400 40 3
749 482 25 143 1400 40 3
720 469 27 142 1400 40 3
929 568 27 143 1398 40 3
763 456 25 142 1398 40 3
30 16 123 140 1398 40 3
67 47 120 134 1400 40 3
670 425 29 141 1398 40 3
745 463 31 141 1398 40 3
756 469 22 143 1400 40 3
38 27 120 134 1400 40 3
780 453 19 141 1400 40 3
779 468 22 141 1398 40 3
867 541 21 141 1400 40 3
731 420 29 141 1398 40 3
670 399 26 143 1400 40 3
821 498 25 143 1398 40 3
805 503 27 142 1400 40 3
805 503 25 141 1400 40 3
763 425 29 141 1398 40 3
861 522 23 141 1400 40 3
143 98 119 135 1398 40 3
865 517 23 143 1400 40 3
595 357 27 143 1400 40 3
796 478 24 142 1400 40 3
795 441 29 140 1400 40 3
735 415 29 141 1398 40 3
708 424 30 141 1400 40 3
976 557 25 142 1396 40 3
607 362 30 141 1398 40 3
657 387 32 143 1398 40 3
664 396 27 141 1402 40 3
617 372 27 141 1402 40 3
94 63 119 135 1402 40 3
114 79 120 140 1400 40 3
552 319 25 141 1400 40 3
758 419 23 141 1400 40 3
131 91 119 140 1402 40 3
650 443 26 143 1402 40 3
617 334 28 141 1402 40 3
675 452 26 141 1400 40 3
631 374 29 143 1400 40 3
614 359 34 141 1402 40 3
589 406 33 142 1402 40 3
500 310 31 143 1402 40 3
634 404 29 143 1400 40 3
793 469 31 141 1402 40 3
694 424 29 143 1400 40 3
660 378 33 141 1402 40 3
572 370 30 141 1400 40 3
618 381 33 141 1400 40 3
572 363 38 141 1402 40 3
577 349 27 142 1402 40 3
579 357 30 141 1400 40 3
560 331 36 141 1400 40 3
596 348 31 140 1402 40 3
562 361 32 140 1404 40 3
587 352 37 141 1402 40 3
622 374 27 141 1400 40 3
593 354 31 143 1402 40 3
538 348 30 135 1402 40 3
616 365 37 141 1400 40 3
634 359 25 141 1402 40 3
631 390 33 140 1402 40 3
639 388 31 141 1402 40 3
705 420 36 140 1402 40 3
591 367 27 141 1400 40 3
608 375 35 141 1402 40 3
621 400 36 141 1400 40 3
639 387 35 141 1402 40 3
649 409 33 141 1400 40 3
623 387 35 143 1402 40 3
700 462 31 141 1402 40 3
626 397 37 141 1400 40 3
699 429 40 141 1402 40 3
570 356 37 141 1400 40 3
578 382 33 141 1402 40 3
564 343 37 141 1402 40 3
652 418 38 142 1402 40 3
801 433 40 141 1400 40 3
685 407 40 140 1402 40 3
754 454 36 140 1400 40 3
659 387 38 140 1402 40 3
757 441 42 140 1402 40 3
625 418 39 140 1402 40 3
319 173 34 135 1402 40 3
239 110 40 127 1404 40 3
655 382 41 141 1400 40 3
755 444 44 142 1404 40 3
232 124 39 127 1402 40 3
214 118 47 127 1402 40 3
743 453 41 141 1402 40 3
289 166 48 135 1404 40 3
268 152 42 135 1404 40 3
611 384 39 140 1404 40 3
602 355 40 141 1404 40 3
653 398 41 141 1402 40 3
682 424 42 140 1402 40 3
636 383 38 141 1400 40 3
255 129 118 141 1402 40 3
239 133 42 127 1402 40 3
578 322 47 141 1402 40 3
235 133 43 135 1400 40 3
181 90 123 134 1402 40 3
226 128 38 127 1400 40 3
588 360 35 141 1400 40 3
190 107 46 127 1400 40 3
325 186 41 135 1400 40 3
175 125 120 140 1400 40 3
332 207 114 140 1400 40 3
280 166 41 135 1400 40 3
558 338 52 141 1400 40 3
558 343 49 140 1400 40 3
230 119 53 135 1400 40 3
381 216 55 141 1400 40 3
248 153 33 124 1358 40 3
240 136 38 133 1358 40 3
248 116 39 135 1360 40 3
70 42 115 135 1358 40 3
39 26 115 135 1362 40 3
179 108 48 127 1360 40 3
172 88 39 127 1362 40 3
198 83 38 127 1360 40 3
215 115 38 126 1360 40 3
262 168 116 140 1360 40 3
226 105 29 135 1362 40 3
31 21 118 135 1362 40 3
197 98 37 132 1360 40 3
210 116 42 126 1360 40 3
219 106 40 127 1360 40 3
157 85 42 125 1360 40 3
179 96 45 125 1362 40 3
184 87 43 127 1358 40 3
196 102 40 126 1362 40 3
187 94 37 126 1362 40 3
182 93 38 124 1362 40 3
163 87 50 125 1362 40 3
175 89 46 124 1360 40 3
163 82 45 126 1360 40 3
177 90 40 126 1360 40 3
161 78 43 125 1360 40 3
178 108 45 126 1360 40 3
178 96 50 126 1360 40 3
166 99 41 126 1362 40 3
191 102 41 125 1360 40 3
191 102 47 125 1362 40 3
166 88 45 125 1360 40 3
196 91 49 126 1360 40 3
200 110 54 127 1360 40 3
210 123 55 124 1356 40 3
228 137 51 134 1358 40 3
250 130 48 133 1356 40 3
51 31 116 135 1358 40 3
211 110 47 126 1358 40 3
216 119 45 126 1356 40 3
205 117 42 126 1356 40 3
40 23 115 134 1356 40 3
50 30 114 134 1358 40 3
188 118 43 125 1356 40 3
209 138 39 126 1358 40 3
198 119 45 125 1358 40 3
202 106 41 124 1358 40 3
207 117 45 126 1356 40 3
192 109 43 125 1358 40 3
200 112 45 125 1360 40 3
216 124 47 124 1356 40 3
205 117 38 124 1358 40 3
206 129 45 125 1358 40 3
182 113 49 127 1358 40 3
209 117 44 127 1356 40 3
231 168 116 140 1358 40 3
211 136 40 126 1358 40 3
269 164 113 135 1358 40 3
212 131 49 124 1358 40 3
220 142 115 135 1356 40 3
227 139 116 140 1356 40 3
214 130 132 132 1358 40 3
249 136 40 127 1358 40 3
317 184 115 135 1358 40 3
257 129 41 124 1358 40 3
231 125 38 124 1358 40 3
240 128 37 125 1356 40 3
262 153 45 125 1358 40 3
229 124 39 119 1356 40 3
274 156 36 125 1358 40 3
344 174 41 127 1358 40 3
268 141 40 119 1356 40 3
315 145 38 127 1356 40 3
285 165 43 126 1358 40 3
247 133 41 133 1356 40 3
242 128 114 135 1358 40 3
255 125 36 125 1358 40 3
293 153 38 124 1356 40 3
260 120 37 125 1358 40 3
261 143 38 119 1356 40 3
276 127 46 126 1358 40 3
279 154 43 119 1356 40 3
266 139 43 124 1356 40 3
257 128 39 127 1356 40 3
257 115 43 125 1356 40 3
297 152 42 127 1358 40 3
278 138 43 126 1358 40 3
331 159 41 124 1356 40 3
288 156 36 124 1358 40 3
351 173 42 124 1358 40 3
316 170 44 124 1358 40 3
2 1 126 133 1356 40 3
238 142 38 124 1358 40 3
279 160 39 125 1358 40 3
259 133 37 124 1358 40 3
273 132 36 124 1356 40 3
266 131 41 124 1358 40 3
333 162 36 126 1358 40 3
278 134 38 124 1358 40 3
310 151 38 126 1356 40 3
252 113 40 126 1358 40 3
223 117 40 126 1358 40 3
171 85 115 135 1356 40 3
276 134 39 124 1358 40 3
282 140 36 124 1356 40 3
247 128 38 126 1358 40 3
244 131 36 124 1358 40 3
293 135 41 125 1358 40 3
262 133 42 126 1358 40 3
251 123 43 125 1356 40 3
271 138 38 127 1358 40 3
234 119 35 126 1358 40 3
280 143 43 124 1358 40 3
256 113 41 124 1358 40 3
312 171 115 140 1358 40 3
265 125 44 124 1356 40 3
263 137 43 125 1356 40 3
296 156 43 124 1356 40 3
287 132 41 126 1356 40 3
222 104 39 127 1358 40 3
253 135 39 127 1358 40 3
277 151 42 124 1358 40 3
283 147 39 124 1360 40 3
286 147 40 126 1358 40 3
2 1 120 130 1358 40 3
257 123 39 126 1358 40 3
312 167 38 125 1356 40 3
263 137 39 124 1358 40 3
265 132 42 126 1356 40 3
290 151 41 125 1356 40 3
276 141 40 124 1358 40 3
307 140 36 124 1356 40 3
313 158 41 119 1358 40 3
310 145 40 127 1358 40 3
291 160 40 125 1358 40 3
306 149 36 126 1358 40 3
259 149 116 135 1358 40 3
277 162 37 124 1356 40 3
243 129 44 124 1356 40 3
293 142 46 127 1358 40 3
263 135 46 124 1358 40 3
295 159 43 125 1358 40 3
273 132 51 127 1358 40 3
219 125 43 124 1358 40 3
242 131 47 127 1358 40 3
251 125 41 126 1358 40 3
181 101 115 135 1358 40 3
269 140 45 127 1358 40 3
328 172 33 124 1358 40 3
275 148 40 126 1358 40 3
275 134 42 126 1358 40 3
299 149 40 125 1356 40 3
356 186 43 134 1358 40 3
324 184 40 124 1358 40 3
41 25 115 132 1358 40 3
263 143 39 126 1358 40 3
300 154 42 126 1358 40 3
323 149 44 127 1358 40 3
43 21 109 134 1358 40 3
275 134 37 119 1356 40 3
264 135 40 124 1358 40 3
276 143 43 119 1358 40 3
330 175 41 134 1356 40 3
295 138 42 124 1356 40 3
274 139 41 126 1358 40 3
274 131 48 124 1358 40 3
302 155 42 124 1358 40 3
28 14 114 132 1356 40 3
252 138 40 127 1356 40 3
274 141 40 119 1356 40 3
284 145 48 125 1356 40 3
289 160 43 124 1358 40 3
286 159 46 126 1356 40 3
298 138 43 125 1358 40 3
288 155 43 126 1356 40 3
266 144 46 127 1358 40 3
303 154 43 125 1356 40 3
296 169 48 126 1358 40 3
262 137 44 127 1358 40 3
289 158 44 125 1356 40 3
188 91 64 127 1358 40 3
150 76 65 127 1358 40 3
257 136 63 127 1360 40 3
176 89 68 127 1358 40 3
177 99 56 127 1360 40 3
163 89 65 127 1360 40 3
175 99 66 127 1360 40 3
157 86 67 127 1360 40 3
179 100 68 127 1358 40 3
185 108 74 132 1360 40 3
157 95 73 127 1362 40 3
203 90 71 127 1360 40 3
185 102 70 127 1358 40 3
851 424 27 124 1358 50 3
805 400 26 126 1358 50 3
740 356 29 124 1358 50 3
943 539 23 140 1378 40 3
861 501 22 143 1378 40 3
173 87 35 95 1666 40 3
191 114 36 103 1664 40 3
169 93 35 103 1670 40 3
173 100 35 108 1666 40 3
405 216 36 118 1666 40 3
166 89 38 103 1670 40 3
320 197 40 134 1666 40 3
462 260 40 135 1666 40 3
492 293 43 140 1666 40 3
297 258 9 143 1362 40 3
29 17 87 134 1358 40 3
31 9 114 132 1360 100 4
7 4 116 148 1358 50 4
17 13 100 125 1358 50 4
14 7 127 140 1360 50 4
6 4 120 149 1360 50 4
9 5 110 141 1362 50 4
4 4 112 149 1360 50 4
5 6 125 143 1358 50 4
4 4 110 140 1358 50 4
5 5 115 141 1358 50 4
5 4 111 140 1360 50 4
10 4 122 136 1356 50 4
6 3 111 142 1358 50 4
7 3 123 141 1360 50 4
6 3 113 141 1358 50 4
12 10 89 126 1358 50 4
9 4 112 143 1358 50 4
6 4 128 141 1358 50 4
5 3 111 135 1358 50 4
6 5 122 132 1358 50 4
6 4 90 118 1358 50 4
6 4 99 127 1358 50 4
5 4 107 126 1358 50 4
3 4 108 135 1362 50 4
4 3 105 127 1360 50 4
4 4 107 132 1360 50 4
3 3 107 140 1358 50 4
6 2 118 136 1358 50 4
4 5 119 132 1358 50 4
8 4 114 148 1358 50 4
7 4 121 135 1358 50 4
11 7 120 135 1358 50 4
7 4 114 140 1358 50 4
23 13 92 132 1360 50 4
6 4 110 140 1360 50 4
7 4 112 140 1360 50 4
12 5 121 140 1358 50 4
13 7 120 140 1358 50 4
7 5 122 141 1356 50 4
7 6 129 142 1358 50 4
6 4 106 141 1358 50 4
7 4 114 142 1356 50 4
9 8 123 140 1358 50 4
6 4 113 141 1356 50 4
8 6 127 141 1358 50 4
6 5 113 140 1358 50 4
6 4 117 148 1358 50 4
9 7 122 142 1354 50 4
9 5 115 133 1356 50 4
5 6 120 132 1356 50 4
16 8 120 143 1356 50 4
5 4 109 141 1356 50 4
7 5 119 134 1356 50 4
6 5 111 142 1358 50 4
8 5 120 134 1358 50 4
8 5 105 143 1358 50 4
10 4 127 140 1358 50 4
19 12 118 135 1358 50 4
7 4 102 141 1360 50 4
7 7 129 149 1360 50 4
9 8 117 135 1360 50 4
8 4 109 140 1358 50 4
5 4 109 149 1360 50 4
6 4 109 144 1360 50 4
7 6 120 140 1358 50 4
15 7 120 141 1360 50 4
9 8 120 141 1358 50 4
13 7 123 143 1360 50 4
10 7 116 134 1360 50 4
9 6 115 150 1360 50 4
5 4 111 143 1360 50 4
9 6 123 141 1358 50 4
29 31 79 124 1353 120 5
48 62 27 119 1353 120 5
48 61 90 119 1353 120 5
25 39 93 124 1353 120 5
55 81 93 125 1353 120 5
73 90 100 132 1353 120 5
78 127 86 125 1687 50 5
23 36 108 127 1352 40 5
19 25 111 133 1354 40 5
27 35 110 132 1354 40 5
30 38 111 133 1354 40 5
20 47 110 132 1354 40 5
15 30 109 127 1358 40 5
16 28 110 134 1356 40 5
15 18 111 132 1358 40 5
14 19 111 126 1358 40 5
18 29 115 135 1352 40 5
15 20 116 141 1352 40 5
16 19 110 127 1352 40 5
47 13 114 143 1650 69 5
20 8 116 143 1652 69 5
29 13 117 141 1652 69 5
28 9 113 141 1650 69 5
26 6 116 140 1652 69 5
24 9 115 143 1650 69 5
19 11 116 140 1648 69 5
129 157 28 140 1696 69 5
15 17 129 157 1658 143 5
19 31 99 125 1364 100 5
57 88 95 127 1364 100 5
74 103 97 134 1364 100 5
68 95 98 135 1364 100 5
102 150 94 132 1366 100 5
99 134 109 143 1362 100 5
82 107 96 132 1364 100 5
99 117 111 141 1364 100 5
31 50 101 133 1364 100 5
91 105 99 133 1364 100 5
67 90 99 143 1364 100 5
59 83 101 133 1364 100 5
124 163 92 141 1364 100 5
75 112 98 127 1364 100 5
107 141 108 140 1364 100 5
56 93 96 127 1364 100 5
113 146 92 126 1364 100 5
90 110 95 134 1366 100 5
25 26 106 127 1364 100 5
16 23 106 125 1366 100 5
14 21 109 126 1366 100 5
13 15 107 127 1366 100 5
21 24 106 127 1366 100 5
18 28 108 134 1364 100 5
13 14 109 133 1364 100 5
15 20 109 127 1364 100 5
15 15 106 127 1364 100 5
11 12 93 130 1707 100 6
119 135 82 132 1687 80 6
8 11 100 123 1467 120 6
18 51 73 135 1353 290 6
11 12 100 134 1353 185 6
46 52 103 127 1687 200 6
13 14 55 134 1687 200 6
14 29 88 126 1387 50 6
12 21 89 109 1387 50 6
13 47 91 117 1387 50 6
15 29 85 122 1353 70 6
32 20 104 119 1227 40 6
10 37 101 127 1227 40 6
12 16 88 126 1687 50 6
15 16 76 125 1353 70 6
19 22 97 124 1687 70 6
15 14 80 125 1687 70 6
44 15 90 119 1353 50 6
21 19 86 135 1353 50 6
42 29 105 139 1353 50 6
27 12 96 129 1353 50 6
16 20 78 130 1353 50 6
21 25 61 135 1366 80 6
25 16 108 134 1362 80 6
19 15 90 135 1688 60 6
10 10 93 127 1692 60 6
14 19 95 125 1692 60 6
10 6 91 119 1692 60 6
8 8 97 133 1690 60 6
12 10 104 132 1690 60 6
9 9 102 132 1692 60 6
14 9 84 127 1690 60 6
9 7 101 134 1690 60 6
11 8 96 125 1690 60 6
9 8 85 110 1688 60 6
12 10 87 134 1690 60 6
11 10 103 145 1690 60 6
19 14 71 118 1694 60 6
20 13 67 127 1692 60 6
12 11 77 109 1692 60 6
12 14 95 135 1692 60 6
53 43 70 135 1688 60 6
14 11 75 119 1690 60 6
10 10 83 109 1690 60 6
13 10 84 119 1690 60 6
23 31 91 132 1692 60 6
13 10 93 135 1692 60 6
14 11 93 127 1694 60 6
15 10 91 133 1692 60 6
11 8 97 133 1692 60 6
23 21 61 109 1686 60 6
25 23 91 127 1686 60 6
15 18 84 124 1688 60 6
21 23 85 124 1690 60 6
15 12 85 132 1692 60 6
26 23 58 127 1690 60 6
11 12 86 118 1692 60 6
17 16 91 135 1690 60 6
15 12 82 109 1692 60 6
16 11 84 132 1692 60 6
10 12 104 132 1690 60 6
50 34 49 132 1688 60 6
14 10 101 131 1684 60 6
20 18 77 133 1688 60 6
55 33 44 126 1690 60 6
23 21 82 127 1690 60 6
